Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
401600,B000Q611U6,A3SZITOTQ0KPQN,June,0,0,5,1317686400,Clif Kid Twisted Fruit Ropes,"My grandson is allergic to red dye 40, blue dye, and yellow 5.  It is refreshing to fine snacks with out the dyes.  He uses the snacks at school so he is not subjected to the snacks they provide.  Red 40 has caused him to not be able to focuses, blue dyes cause him to be moody , yellow dyes cause him to be angry.  We spent 2 years coming to this concussion, now he is a happy young man who is getting As and Bs  in school.  Thank you"
343771,B00284TTG2,A2OFL71F8Z0LER,M. Sauer,0,0,5,1314403200,Great caffeine boost.,"I had seen these in some convenience stores in Washington state, but have never found them in Texas.  Concerned about too much caffeine, I looked up the caffeine content in many popular drinks.  This is just a slight boost - not like you are going to chew your arm off or anything!  They come with a disclaimer, but nothing to worry about."
205397,B004LQRNT0,A1RQZJUH4NCQGP,"Paulette Guillory ""Mom of two""",0,2,1,1333756800,powdery,"I got these for my son who is wheat intolerant. Yuck. These crackers are very airy and powdery. I threw them away. My son would have been scarred for life if he had eaten these. Of course, your mileage may vary."
458277,B000HL2L22,A2F2UM2BZQVJO0,Shawn,1,1,5,1310083200,excellent tea,"This brand of kuding tea is excellent. It is very bitter but yet within a very short time you feel relief. Less bloated, lighter and generally more alert. I am very happy with this product. I usually use two or three sticks in a very large mug, leave it to cold a little and remove leave just before drinking. The leaves are good for use 2 extra time. I kept them in the fridge between uses."
24930,B0078Y6OX8,A2SZLNSI5KOQJT,"Carrie, ""Formerly &#34;Sister Carrie&#34;""",0,0,5,1287792000,"Definite Vanilla Flavor. Smooth, Medium Blend Coffee.","This Van Houtte french vanilla blend has a definite vanilla flavor to it and is especially enhanced with a touch of sweetener or sugar.<br /><br />It seems to have a slightly more vanilla flavor than <a href=""http://www.amazon.com/gp/product/B003VXFKGM"">Wolfgang Puck Vanilla Francaise (Flavored), 24-Count K-cups (Pack of 2)</a> and about as much as <a href=""http://www.amazon.com/gp/product/B001HWI700"">Emeril's Vanilla Bean Bam!, Medium Roast Coffee for Keurig Brewers, 24-Count K-Cups (Pack of 2)</a>.<br /><br />This one is solid medium blend coffee that is very smooth & not acidic.  Recommended."
154550,B002AQ0OL2,A3S9AJ99BU8Z1L,Rona,0,2,1,1325808000,RE: Price of Coffee,I went to reorder and the price went up $7.00 how is this possible? Greed perhaps? I would rather just buy it at dunkin donuts full price.
205090,B005CRVJ38,A2FTZ9YH2OV0C2,Deborah A Norris,0,0,5,1345680000,Yummy and nourishing!,"I love this product and the service.  I like a hearty warm beverage, without caffeine - and this is it.  It is helpful for the digestion as well.  The service was also excellent.  Thank you."
364653,B000PDY3HI,ATZTMECCZ5WC8,Frank L. Wilt,0,0,5,1312934400,This product is GREAT,"I ordered this product for a 50th birthday party to be used with a full size carnival popcorn machine.  It was perfect for this use, however, we had several left over and was very surprised that we could use it in our regular sized Whirley Pop popcorn popper that we use at home.  We just needed to scale the amount back by 1/2 and do two batches, but it had the same great taste and popped wonderfully.  Will definitely order again just for home use."
76272,B001HTKOWC,A1C7ORW5LEDJKR,luis,0,0,4,1331769600,ITS ALL NATURAL AND IT TASTE LIKE IT....VERY HEALTHY THOUGH..,"So this is the first green tea ive bought and the second ive tasted. The first one i tasted was alittle better tasting. This stash green tea however does taste lets say, 'natural'. what i mean by that is it taste exactly like what it is, all natural dried herbs. It does look like leafs though not just crushed up almost powdery stuff like the other bag i drank. Im not quite sure what green tea is supposed to taste like but this one is NOT good but its NOT that bad either and its also NOT sweet at all. But hey i am drinking green tea for its health benefits not for its flavor. Overall though i DO recommend this green tea just like the name says it does appear to be premium green tea judging by how it looks and the 'natural' taste, so if your just after those health benefits you wont be disappointed if you want good taste this probably wont make you happy."
327937,B005258A2I,A2K5L3Q7AKCR6T,J. Turner,1,2,3,1333497600,a bit light on flavor,"Nutrition label says all the right things.  I neglected to read the full ingredients list before ordering, and was surprised to see lots of large coconut flakes (I don't like coconut). I picked most of them out. Great texture with large walnut pieces.  Bland, though.  Would LOVE these if more apples and no coconut!  Check out Bear Naked granola products."
480362,B000DZDJ0K,A2JAHV4TG3H2EL,"Justme ""Cotton""",0,0,5,1294790400,I Love This !!!!,"Never thought that a gluten free product could taste so darn good, had tried several others like products that were so bland. Then my daughter had me try Pamela's pancake mix, I now order by the case!"
339128,B000EM8UJC,A12VUB77Q48XI4,J. Collins,4,4,5,1296777600,good stuff,"Lipton's noodle soup is awesome.  At work, I fill a very large mug with water and nuke it for 5 minutes.  I then pour my soup mix into my Thermos followed by the hot water and screw on the cap.  After about 5 minutes, the noodles are nice and soft.  The broth is very tasty.  This soup goes great with my turkey sandwich.<br /><br />I always add a really good dash of cayenne pepper to spice it up."
480805,B000HZ9CGQ,A2XNZ2IB37GRZP,K. Kirk,0,0,5,1269129600,Excellent quality food at a reasonable price,"This food is the best I have found overall. It has a great balance of veggies, greens, vitamins, and of course protein while being grown with out hormones or chemicals used. There are other foods out there which I found to be more expensive that have a nice balance, but they are filled with chemicals and hormones: if they are causing cancer for humans, what would they do to our pets? I can find it at a local pet store that is part of a national chain with the word ""smart"" in it. The cost is lower than most of the other healthy brands, and of all the healthy cat foods out there, this is the only one my cat will not leave a crumb of! Another good result of this food is ""optimal poopers"". LOL I don't have to give him wet food to keep him regular. This fact alone shows how good for his digestion it is. It is great if you have cats with sensitive stumachs or food allergies also. I can't say enough good about the food. Try it! Your cat(s) will love you for it!"
199016,B000OQ2DJQ,AYNIT5FYOCH30,Benjamin M Dotte,7,7,3,1328832000,Wish I could take this,"I have a lot of trouble getting to sleep at night, and I have suffered from migraines for most of my life. This product seemed like the perfect solution to both problems.<br /><br />For the sleep issue, I have never found anything that even comes close. I actually fell asleep, shortly after going to bed, with ease. This was really an incredible change for the better.<br /><br />Unfortunately, I discovered that my migraines got worse when I was taking this. Not just a little bit worse, MUCH worse. It was as if the worst part of the migraine got extended much longer than normal. It was to the point that I had to be driven home from work and ended up in the ER in one case while I was taking this (the normal dose recommended on the label). This was the first and only time I have ever been to the ER for a migraine in 20+ years of getting migraines.<br /><br />Even after that incident I really wanted to continue at least with a small dose before bed. I tried this on and off for several weeks, but unfortunately it consistently aggravated my headaches the next day anytime I took it.<br /><br />I've noticed other forms of Magnesium also cause headache issues for me, which is odd since it is supposed to help prevent them. So, hopefully this reaction is fairly individual to me. But the lack of much of any negative reviews for this product compelled me to write a review. Evidently, not everybody reacts well to it (but I do really, really wish I could take it for the sleep benefit.)"
244618,B0018CJNZ2,A2SQMFPFI0X8CU,M. Ennis,2,2,5,1333065600,Great for cat with Irritable Bowel Syndrome,"I've purchased the Now! Grain free (10 lbs) turkey with duck & salmon dry cat food 3 times now over the past 4 months.  Wanted to see how our cat with IBS (irritable bowel syndrome) would do on it.  He loves it, and will chow it down to the point where he would get fat, if we let him.  Have to portion it out to him thru the day.  Other cat loves it, too, and she no longer vomits on a regular basis.  Definitely a good quality product which is sold at our veterinarian's office, but I buy it online with Amazon for better price. Sidenote:  we're gradually starting to reduce the amount of budesonide medicine given to our cat with IBS problem to eventually see how he does without the medicine & if he's okay just being on Now! grain free food."
219667,B0043WOANY,ANNDJBVT8B8Q4,W. Petta,0,0,1,1349136000,Not as Flavorful as the regular PB2,I bought both the PB2 & the Chocolate PB2.  I am pretty disappointed in the chocolate.  It has neither a strong chocolate nor a strong peanut butter flavor.  Not worth the money.
505126,B000IXWDFO,A3G4A7L47T15H5,Marsha Ambrose,1,1,5,1321920000,grandchildren love them,"I love them, the grandchildren love them and I have spent much less than buying them retail at the local store."
365277,B001SITWC0,A3OSITZY7APMS3,Sean,1,1,3,1303084800,Good flavor but a bit tough,I really like the flavor of these but they are a bit tougher than I am used to.  I dont think I will be buying them again.
138518,B0089SPENI,A2I5KDNOESGJ1H,TJ,0,0,5,1334016000,OMG!,"THIS IS SO GOOD!  I've had it hot and iced and am in love!  The chai flavor isn't overpowering, but you certainly know you are drinking a spiced tea!  I will definitely reorder!"
11623,B0026WL14E,A1EU1MI5Q0J0WN,"K. Bittner ""Kenswheels""",0,1,5,1232236800,"Great product, sloppy service","The pepperoni is fantastic, as usual.  Amazon was not. While I cancelled the order on my end (it was a duplicate of my son's), they didn't acknowledge it although I got an e-mail confirming the cancellation.  Because it was ""food"" there are no returns.  Looks like 2 bags every 3 months instead of one."
